fund,date,ticker,weight
equity_equal_weight,2022-01-03,ABBV,0.02
equity_equal_weight,2022-02-01,ABBV,0.02
equity_equal_weight,2022-03-01,ABBV,0.02
equity_equal_weight,2022-04-01,ABBV,0.02
equity_equal_weight,2022-05-02,ABBV,0.02
equity_equal_weight,2022-06-01,ABBV,0.02
equity_equal_weight,2022-07-01,ABBV,0.02
equity_equal_weight,2022-08-01,ABBV,0.02
equity_equal_weight,2022-09-01,ABBV,0.02
equity_equal_weight,2022-10-03,ABBV,0.02
equity_equal_weight,2022-11-01,ABBV,0.02
equity_equal_weight,2022-12-01,ABBV,0.02
equity_equal_weight,2023-01-03,ABBV,0.02
equity_equal_weight,2023-02-01,ABBV,0.02
equity_equal_weight,2023-03-01,ABBV,0.02
equity_equal_weight,2023-04-03,ABBV,0.02
equity_equal_weight,2023-05-01,ABBV,0.02
equity_equal_weight,2023-06-01,ABBV,0.02
equity_equal_weight,2023-07-03,ABBV,0.02
equity_equal_weight,2023-08-01,ABBV,0.02
equity_equal_weight,2023-09-01,ABBV,0.02
equity_equal_weight,2023-10-02,ABBV,0.02
equity_equal_weight,2023-11-01,ABBV,0.02
equity_equal_weight,2023-12-01,ABBV,0.02
equity_equal_weight,2022-01-03,ABT,0.02
equity_equal_weight,2022-02-01,ABT,0.02
equity_equal_weight,2022-03-01,ABT,0.02
equity_equal_weight,2022-04-01,ABT,0.02
equity_equal_weight,2022-05-02,ABT,0.02
equity_equal_weight,2022-06-01,ABT,0.02
equity_equal_weight,2022-07-01,ABT,0.02
equity_equal_weight,2022-08-01,ABT,0.02
equity_equal_weight,2022-09-01,ABT,0.02
equity_equal_weight,2022-10-03,ABT,0.02
equity_equal_weight,2022-11-01,ABT,0.02
equity_equal_weight,2022-12-01,ABT,0.02
equity_equal_weight,2023-01-03,ABT,0.02
equity_equal_weight,2023-02-01,ABT,0.02
equity_equal_weight,2023-03-01,ABT,0.02
equity_equal_weight,2023-04-03,ABT,0.02
equity_equal_weight,2023-05-01,ABT,0.02
equity_equal_weight,2023-06-01,ABT,0.02
equity_equal_weight,2023-07-03,ABT,0.02
equity_equal_weight,2023-08-01,ABT,0.02
equity_equal_weight,2023-09-01,ABT,0.02
equity_equal_weight,2023-10-02,ABT,0.02
equity_equal_weight,2023-11-01,ABT,0.02
equity_equal_weight,2023-12-01,ABT,0.02
equity_equal_weight,2022-01-03,ADBE,0.02
